total_local_loads,total_embed_loads,sd_local_plays,sd_embed_plays,hd_local_plays,hd_embed_plays,sd_local_finishes,sd_embed_finishes,hd_local_finishes,hd_embed_finishes,comments,downloads,likes,total_loads,total_local_plays,total_embed_plays,total_plays,total_local_finishes,total_embed_finishes,total_finishes,range_start,range_end,date
0,0,2,0,0,0,1,0,0,0,0,6,0,0,2,0,2,1,0,1,2014-12-29,2014-12-31,Woche vom 29.12.2014
0,0,20,2,3,0,1,0,0,0,0,28,0,0,23,2,25,1,0,1,2014-12-22,2014-12-28,Woche vom 22.12.2014
0,0,10,4,2,0,2,0,1,0,0,15,0,0,12,4,16,3,0,3,2014-12-15,2014-12-21,Woche vom 15.12.2014
0,0,13,0,7,0,1,0,0,0,0,10,0,0,20,0,20,1,0,1,2014-12-08,2014-12-14,Woche vom 08.12.2014
0,0,17,4,3,0,0,0,0,0,0,0,0,0,20,4,24,0,0,0,2014-12-01,2014-12-07,Woche vom 01.12.2014
0,0,17,3,4,0,2,1,0,0,0,0,0,0,21,3,24,2,1,3,2014-11-24,2014-11-30,Woche vom 24.11.2014
0,0,15,1,1,0,1,0,0,0,0,1,0,0,16,1,17,1,0,1,2014-11-17,2014-11-23,Woche vom 17.11.2014
0,0,10,3,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,2014-11-10,2014-11-16,Woche vom 10.11.2014
0,0,14,1,4,0,3,0,1,0,0,0,0,0,18,1,19,4,0,4,2014-11-03,2014-11-09,Woche vom 03.11.2014
0,0,21,2,2,0,2,0,0,0,0,0,0,0,23,2,25,2,0,2,2014-10-27,2014-11-02,Woche vom 27.10.2014
0,0,18,4,4,0,1,1,0,0,0,0,0,0,22,4,26,1,1,2,2014-10-20,2014-10-26,Woche vom 20.10.2014
0,0,14,6,5,0,2,0,0,0,0,0,0,0,19,6,25,2,0,2,2014-10-13,2014-10-19,Woche vom 13.10.2014
0,0,19,4,3,0,3,0,0,0,0,1,0,0,22,4,26,3,0,3,2014-10-06,2014-10-12,Woche vom 06.10.2014
0,0,18,2,2,0,3,0,0,0,0,1,0,0,20,2,22,3,0,3,2014-09-29,2014-10-05,Woche vom 29.09.2014
0,0,16,2,2,0,1,1,0,0,0,4,0,0,18,2,20,1,1,2,2014-09-22,2014-09-28,Woche vom 22.09.2014
47,14,13,2,2,0,1,1,0,0,0,0,0,61,15,2,17,1,1,2,2014-09-15,2014-09-21,Woche vom 15.09.2014
148,17,21,0,9,0,0,0,0,0,0,0,0,165,30,0,30,0,0,0,2014-09-08,2014-09-14,Woche vom 08.09.2014
109,433,14,1,5,0,2,0,0,0,0,0,0,542,19,1,20,2,0,2,2014-09-01,2014-09-07,Woche vom 01.09.2014
105,17,17,2,6,0,2,0,1,0,0,0,0,122,23,2,25,3,0,3,2014-08-25,2014-08-31,Woche vom 25.08.2014
133,22,21,3,2,0,0,0,1,0,0,0,0,155,23,3,26,1,0,1,2014-08-18,2014-08-24,Woche vom 18.08.2014
103,27,6,7,7,0,0,0,0,0,0,0,0,130,13,7,20,0,0,0,2014-08-11,2014-08-17,Woche vom 11.08.2014
94,12,9,8,3,0,1,0,1,0,0,1,0,106,12,8,20,2,0,2,2014-08-04,2014-08-10,Woche vom 04.08.2014
78,21,20,5,3,0,2,0,0,0,0,0,0,99,23,5,28,2,0,2,2014-07-28,2014-08-03,Woche vom 28.07.2014
66,29,17,4,2,0,2,0,0,0,0,1,0,95,19,4,23,2,0,2,2014-07-21,2014-07-27,Woche vom 21.07.2014
185,14,13,1,2,0,0,0,1,0,0,0,0,199,15,1,16,1,0,1,2014-07-14,2014-07-20,Woche vom 14.07.2014
138,32,19,12,1,0,1,0,0,0,0,0,0,170,20,12,32,1,0,1,2014-07-07,2014-07-13,Woche vom 07.07.2014
145,40,11,0,0,0,1,0,0,0,0,0,0,185,11,0,11,1,0,1,2014-06-30,2014-07-06,Woche vom 30.06.2014
199,25,19,4,2,0,3,0,0,0,0,0,0,224,21,4,25,3,0,3,2014-06-23,2014-06-29,Woche vom 23.06.2014
273,32,68,6,19,0,1,2,0,0,0,0,1,305,87,6,93,1,2,3,2014-06-16,2014-06-22,Woche vom 16.06.2014
195,13,39,2,4,0,1,0,0,0,0,0,1,208,43,2,45,1,0,1,2014-06-09,2014-06-15,Woche vom 09.06.2014
172,12,24,3,4,0,5,0,0,0,0,0,0,184,28,3,31,5,0,5,2014-06-02,2014-06-08,Woche vom 02.06.2014
163,17,31,5,4,0,6,0,0,0,0,0,0,180,35,5,40,6,0,6,2014-05-26,2014-06-01,Woche vom 26.05.2014
154,19,11,6,5,0,1,0,1,0,0,0,0,173,16,6,22,2,0,2,2014-05-19,2014-05-25,Woche vom 19.05.2014
156,33,27,13,4,2,3,0,1,0,0,0,0,189,31,15,46,4,0,4,2014-05-12,2014-05-18,Woche vom 12.05.2014
160,35,22,8,7,0,5,0,0,0,0,0,0,195,29,8,37,5,0,5,2014-05-05,2014-05-11,Woche vom 05.05.2014
123,42,21,8,2,0,2,1,1,0,0,0,0,165,23,8,31,3,1,4,2014-04-28,2014-05-04,Woche vom 28.04.2014
98,58,29,6,1,0,5,0,0,0,0,1,0,156,30,6,36,5,0,5,2014-04-21,2014-04-27,Woche vom 21.04.2014
106,268,38,7,15,0,4,0,3,0,0,1,0,374,53,7,60,7,0,7,2014-04-14,2014-04-20,Woche vom 14.04.2014
161,265,21,7,10,0,2,0,0,0,0,0,0,426,31,7,38,2,0,2,2014-04-07,2014-04-13,Woche vom 07.04.2014
204,70,33,7,7,0,2,1,1,0,0,0,0,274,40,7,47,3,1,4,2014-03-31,2014-04-06,Woche vom 31.03.2014
162,14,30,6,10,0,3,0,2,0,0,0,0,176,40,6,46,5,0,5,2014-03-24,2014-03-30,Woche vom 24.03.2014
189,12,30,6,6,0,3,0,1,0,0,0,0,201,36,6,42,4,0,4,2014-03-17,2014-03-23,Woche vom 17.03.2014
117,15,17,5,7,0,2,0,0,0,0,0,0,132,24,5,29,2,0,2,2014-03-10,2014-03-16,Woche vom 10.03.2014
117,67,24,7,4,0,1,1,1,0,0,0,0,184,28,7,35,2,1,3,2014-03-03,2014-03-09,Woche vom 03.03.2014
149,7,17,1,5,0,1,0,0,0,0,0,0,156,22,1,23,1,0,1,2014-02-24,2014-03-02,Woche vom 24.02.2014
172,12,26,5,5,0,4,0,0,0,0,0,0,184,31,5,36,4,0,4,2014-02-17,2014-02-23,Woche vom 17.02.2014
247,8,25,3,4,0,1,0,0,0,0,0,0,255,29,3,32,1,0,1,2014-02-10,2014-02-16,Woche vom 10.02.2014
198,7,20,3,4,0,1,0,0,0,0,2,0,205,24,3,27,1,0,1,2014-02-03,2014-02-09,Woche vom 03.02.2014
170,29,18,3,0,0,0,0,0,0,0,2,0,199,18,3,21,0,0,0,2014-01-27,2014-02-02,Woche vom 27.01.2014
237,61,29,3,5,0,2,0,0,0,0,2,0,298,34,3,37,2,0,2,2014-01-20,2014-01-26,Woche vom 20.01.2014
216,150,22,2,9,0,3,0,3,0,0,0,0,366,31,2,33,6,0,6,2014-01-13,2014-01-19,Woche vom 13.01.2014
117,26,16,2,5,0,2,0,1,0,0,1,0,143,21,2,23,3,0,3,2014-01-06,2014-01-12,Woche vom 06.01.2014
70,32,17,2,2,0,1,0,0,0,0,1,0,102,19,2,21,1,0,1,2014-01-01,2014-01-05,Woche vom 30.12.2013