date,watch_time_minutes,views,average_view_duration,average_percentage_viewed,card_clicks,cards_shown,clicks_per_card_shown,card_teaser_clicks,card_teasers_shown,clicks_per_card_teaser_shown,end_screen_elements_shown,end_screen_element_clicks,clicks_per_end_screen_element_shown,youtube_red_watch_time_minutes,youtube_red_views,youtube_red_watch_time_hours,annotation_clicks,clickable_annotations_shown,annotation_click_through_rate,annotation_closes,closable_annotations_shown,annotation_close_rate,annotations_shown,videos_published,videos_added,likes,likes_added,likes_removed,dislikes,dislikes_added,dislikes_removed,shares,comments,videos_in_playlists,videos_added_to_playlists,videos_removed_from_playlists,subscribers,subscribers_gained,subscribers_lost,watch_time_hours
2016-01-01,279,212,1.3,27.10,0,0,0.00,0,8,0.00,0,0,0.00,0,0,0,0,10,0.00,3,10,30.00,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016-01-02,370,272,1.4,28.21,0,0,0.00,0,11,0.00,0,0,0.00,0,0,0,0,14,0.00,3,16,18.75,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016-01-03,296,218,1.4,27.28,0,0,0.00,0,15,0.00,0,0,0.00,0,0,0,0,19,0.00,1,19,5.26,19,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
2016-01-04,529,284,1.9,41.17,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,0,27,0.00,1,28,3.57,28,,,1,1,0,0,0,0,0,1,0,0,0,-2,0,2,9
2016-01-05,356,238,1.5,30.21,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,11,0.00,3,17,17.65,17,,,2,2,0,1,1,0,0,0,0,0,0,2,2,0,6
2016-01-06,481,290,1.7,35.30,0,0,0.00,0,21,0.00,0,0,0.00,0,0,0,1,17,5.88,3,19,15.79,19,,,1,1,0,0,0,0,0,0,1,1,0,1,1,0,8
2016-01-07,478,304,1.6,34.52,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,1,11,9.09,2,14,14.29,14,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8
2016-01-08,338,235,1.4,31.18,1,4,25.00,2,20,10.00,0,0,0.00,0,1,0,2,29,6.90,0,29,0.00,29,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
2016-01-09,330,228,1.4,29.87,0,2,0.00,1,16,6.25,0,0,0.00,0,1,0,1,18,5.56,3,18,16.67,18,,,1,1,0,0,0,0,0,1,2,2,0,2,2,0,5
2016-01-10,370,253,1.5,30.27,0,0,0.00,0,9,0.00,0,0,0.00,0,0,0,0,8,0.00,0,10,0.00,10,,,3,3,0,0,0,0,0,0,0,0,0,-1,0,1,6
2016-01-11,377,284,1.3,27.06,0,0,0.00,0,10,0.00,0,0,0.00,0,2,0,0,17,0.00,0,17,0.00,17,,,1,1,0,0,0,0,0,0,0,0,0,1,2,1,6
2016-01-12,687,495,1.4,23.77,0,0,0.00,0,26,0.00,0,0,0.00,9,4,0,1,20,5.00,1,21,4.76,21,1,1,6,6,0,0,0,0,0,1,11,12,1,1,1,0,11
2016-01-13,478,339,1.4,24.51,0,0,0.00,0,12,0.00,0,0,0.00,0,0,0,0,9,0.00,1,10,10.00,10,,,1,1,0,0,0,0,0,0,-1,0,1,1,1,0,8
2016-01-14,717,362,2.0,32.98,0,0,0.00,0,20,0.00,0,0,0.00,0,0,0,4,15,26.67,1,15,6.67,15,,,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,12
2016-01-15,617,327,1.9,35.02,0,0,0.00,0,19,0.00,0,0,0.00,3,2,0,3,54,5.56,4,55,7.27,55,,,4,4,0,0,0,0,0,0,-1,0,1,0,0,0,10
2016-01-16,343,252,1.4,27.82,0,0,0.00,0,14,0.00,0,0,0.00,0,1,0,0,22,0.00,3,22,13.64,22,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6
2016-01-17,467,302,1.5,30.31,0,0,0.00,0,14,0.00,0,0,0.00,0,0,0,0,27,0.00,1,27,3.70,27,,,0,0,0,0,1,1,3,0,1,2,1,0,0,0,8
2016-01-18,327,228,1.4,29.52,0,0,0.00,0,22,0.00,0,0,0.00,0,0,0,0,12,0.00,1,12,8.33,12,,,0,0,0,2,2,0,0,0,0,1,1,0,0,0,5
2016-01-19,396,266,1.5,28.29,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,17,0.00,1,17,5.88,17,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7
2016-01-20,511,304,1.7,34.18,0,0,0.00,0,16,0.00,0,0,0.00,1,1,0,0,12,0.00,1,12,8.33,12,,,3,3,0,0,0,0,0,0,1,1,0,1,1,0,9
2016-01-21,495,257,1.9,36.61,1,1,100.00,1,48,2.08,0,0,0.00,0,1,0,1,32,3.12,1,33,3.03,33,,,1,1,0,0,0,0,0,0,1,1,0,0,1,1,8
2016-01-22,303,201,1.5,29.38,0,0,0.00,0,11,0.00,0,0,0.00,2,1,0,0,8,0.00,1,8,12.50,8,,,2,2,0,0,0,0,0,0,0,0,0,1,1,0,5
2016-01-23,277,237,1.2,23.25,0,0,0.00,0,10,0.00,0,0,0.00,0,1,0,0,18,0.00,2,18,11.11,18,,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5
2016-01-24,542,397,1.4,25.63,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,1,14,7.14,0,14,0.00,14,1,1,3,3,0,0,0,0,0,0,8,9,1,0,0,0,9
2016-01-25,536,338,1.6,29.22,0,0,0.00,0,13,0.00,0,0,0.00,1,2,0,1,18,5.56,1,19,5.26,19,,,0,0,0,0,0,0,1,0,0,1,1,2,2,0,9
2016-01-26,433,323,1.3,26.54,0,0,0.00,0,14,0.00,0,0,0.00,0,1,0,0,22,0.00,2,23,8.70,23,,,1,1,0,2,2,0,0,1,0,0,0,1,1,0,7
2016-01-27,405,323,1.3,24.36,0,1,0.00,0,12,0.00,0,0,0.00,1,2,0,0,9,0.00,0,11,0.00,11,,,1,1,0,0,0,0,0,1,-1,1,2,1,1,0,7
2016-01-28,415,302,1.4,27.04,0,0,0.00,0,14,0.00,0,0,0.00,0,0,0,0,9,0.00,0,10,0.00,10,,,2,2,0,0,0,0,1,0,2,2,0,0,0,0,7
2016-01-29,413,282,1.5,28.96,7,17,41.18,10,32,31.25,0,0,0.00,0,1,0,0,17,0.00,3,18,16.67,18,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7
2016-01-30,335,267,1.3,24.31,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,0,9,0.00,0,9,0.00,9,,,1,1,0,1,1,0,0,0,1,1,0,1,1,0,6
2016-01-31,482,315,1.5,29.63,0,0,0.00,0,19,0.00,0,0,0.00,1,3,0,0,13,0.00,3,13,23.08,13,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8
2016-02-01,441,324,1.4,26.58,0,0,0.00,0,17,0.00,0,0,0.00,5,2,0,0,15,0.00,0,20,0.00,20,,,0,0,0,0,0,0,0,1,0,1,1,-1,0,1,7
2016-02-02,384,328,1.2,23.27,0,0,0.00,0,24,0.00,0,0,0.00,6,3,0,0,27,0.00,1,27,3.70,27,,,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,6
2016-02-03,478,288,1.7,32.79,0,0,0.00,0,9,0.00,0,0,0.00,0,1,0,2,18,11.11,3,18,16.67,18,,,0,0,0,0,0,0,0,1,-1,0,1,1,1,0,8
2016-02-04,322,245,1.3,25.10,0,0,0.00,0,11,0.00,0,0,0.00,0,0,0,2,20,10.00,1,20,5.00,20,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2016-02-05,477,327,1.5,27.16,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,0,20,0.00,2,20,10.00,20,1,1,1,3,2,2,2,0,0,1,3,4,1,0,1,1,8
2016-02-06,506,350,1.4,27.41,0,0,0.00,0,7,0.00,0,0,0.00,0,0,0,0,6,0.00,1,6,16.67,6,,,1,1,0,1,1,0,1,0,82,82,0,2,2,0,8
2016-02-07,511,356,1.4,28.18,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,0,13,0.00,0,14,0.00,14,,,2,2,0,0,0,0,0,0,-41,0,41,2,2,0,9
2016-02-08,362,286,1.3,25.16,0,0,0.00,0,18,0.00,0,0,0.00,0,1,0,0,15,0.00,0,15,0.00,15,,,2,2,0,0,0,0,0,0,1,1,0,1,1,0,6
2016-02-09,573,420,1.4,28.35,0,0,0.00,0,15,0.00,0,0,0.00,1,1,0,1,15,6.67,1,15,6.67,15,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10
2016-02-10,405,280,1.4,29.95,0,0,0.00,0,19,0.00,0,0,0.00,0,1,0,0,10,0.00,1,10,10.00,10,0,0,0,0,0,1,1,0,0,0,-1,0,1,1,1,0,7
2016-02-11,453,298,1.5,30.35,0,0,0.00,0,26,0.00,0,0,0.00,0,0,0,2,23,8.70,2,23,8.70,23,0,13,0,0,0,2,3,1,0,0,0,0,0,0,0,0,8
2016-02-12,398,301,1.3,27.06,0,0,0.00,0,8,0.00,0,0,0.00,0,1,0,1,13,7.69,1,14,7.14,14,1,1,3,3,0,0,0,0,2,1,5,6,1,-1,0,1,7
2016-02-13,576,389,1.5,29.32,0,0,0.00,0,9,0.00,0,0,0.00,0,1,0,0,18,0.00,5,18,27.78,18,1,1,4,4,0,0,0,0,0,1,4,5,1,0,1,1,10
2016-02-14,515,356,1.4,29.35,0,0,0.00,0,24,0.00,0,0,0.00,0,0,0,0,22,0.00,8,22,36.36,22,,,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,9
2016-02-15,464,295,1.6,32.68,0,0,0.00,0,17,0.00,0,0,0.00,6,4,0,0,7,0.00,0,9,0.00,9,,,1,1,0,0,0,0,0,1,-1,0,1,1,1,0,8
2016-02-16,528,337,1.6,32.52,0,0,0.00,0,14,0.00,0,0,0.00,0,0,0,1,10,10.00,2,10,20.00,10,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9
2016-02-17,439,305,1.4,28.09,0,0,0.00,0,16,0.00,0,0,0.00,1,1,0,0,16,0.00,2,16,12.50,16,,,3,3,0,0,0,0,0,0,1,1,0,0,1,1,7
2016-02-18,358,281,1.3,25.30,0,0,0.00,0,13,0.00,0,0,0.00,2,2,0,0,22,0.00,2,22,9.09,22,,,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,6
2016-02-19,442,309,1.4,26.53,0,0,0.00,0,27,0.00,0,0,0.00,14,9,0,0,15,0.00,1,20,5.00,20,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
2016-02-20,491,320,1.5,28.42,0,0,0.00,0,20,0.00,0,0,0.00,2,2,0,0,12,0.00,2,17,11.76,17,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,8
2016-02-21,503,317,1.6,30.47,0,0,0.00,0,21,0.00,0,0,0.00,1,1,0,0,11,0.00,1,11,9.09,11,,,1,1,0,0,0,0,0,0,0,1,1,1,1,0,8
2016-02-22,423,301,1.4,27.68,0,0,0.00,0,16,0.00,0,0,0.00,0,1,0,0,16,0.00,0,16,0.00,16,,,0,0,0,1,1,0,1,1,0,0,0,0,0,0,7
2016-02-23,614,355,1.7,33.16,0,0,0.00,0,21,0.00,0,0,0.00,1,1,0,1,21,4.76,2,21,9.52,21,,,1,1,0,0,0,0,1,0,1,8,7,1,1,0,10
2016-02-24,504,324,1.6,29.41,0,0,0.00,0,18,0.00,0,0,0.00,0,1,0,0,36,0.00,3,37,8.11,37,,,2,2,0,1,1,0,0,0,0,0,0,1,1,0,8
2016-02-25,474,320,1.5,30.17,0,0,0.00,0,16,0.00,0,0,0.00,1,2,0,0,27,0.00,0,27,0.00,27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2016-02-26,398,311,1.3,24.52,0,0,0.00,0,14,0.00,0,0,0.00,7,2,0,0,9,0.00,1,9,11.11,9,,,2,2,0,0,0,0,1,2,0,2,2,0,0,0,7
2016-02-27,360,257,1.4,27.06,0,0,0.00,0,15,0.00,0,0,0.00,0,2,0,0,16,0.00,1,16,6.25,16,,,2,2,0,0,0,0,0,0,1,1,0,1,1,0,6
2016-02-28,373,294,1.3,26.41,0,0,0.00,0,14,0.00,0,0,0.00,8,1,0,1,23,4.35,1,23,4.35,23,,,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,6
2016-02-29,475,282,1.7,32.80,0,0,0.00,0,11,0.00,0,0,0.00,0,1,0,0,15,0.00,1,15,6.67,15,,,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,8
2016-03-01,802,371,2.2,44.06,0,0,0.00,0,55,0.00,0,0,0.00,2,1,0,3,72,4.17,3,76,3.95,76,,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,13
2016-03-02,411,295,1.4,27.34,0,0,0.00,0,23,0.00,0,0,0.00,1,2,0,1,16,6.25,2,16,12.50,16,,,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7
2016-03-03,465,302,1.5,31.96,0,0,0.00,0,20,0.00,0,0,0.00,0,1,0,0,24,0.00,3,24,12.50,24,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,8
2016-03-04,323,225,1.4,28.25,0,0,0.00,0,12,0.00,0,0,0.00,0,0,0,0,15,0.00,0,15,0.00,15,,,0,0,0,0,0,0,0,0,-1,0,1,0,1,1,5
2016-03-05,563,301,1.9,37.14,0,0,0.00,0,6,0.00,0,0,0.00,1,2,0,0,16,0.00,3,16,18.75,16,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9
2016-03-06,625,345,1.8,38.37,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,21,0.00,1,21,4.76,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2016-03-07,393,253,1.6,31.46,0,0,0.00,0,22,0.00,0,0,0.00,0,1,0,0,20,0.00,1,20,5.00,20,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
2016-03-08,611,332,1.8,38.22,1,2,50.00,1,18,5.56,0,0,0.00,4,2,0,0,8,0.00,2,8,25.00,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2016-03-09,370,307,1.2,24.25,0,0,0.00,0,31,0.00,0,0,0.00,1,1,0,0,15,0.00,2,16,12.50,16,,,0,0,0,0,0,0,0,3,0,0,0,-1,0,1,6
2016-03-10,361,303,1.2,24.23,0,2,0.00,1,14,7.14,0,0,0.00,3,1,0,0,15,0.00,1,16,6.25,16,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6
2016-03-11,408,239,1.7,33.71,0,0,0.00,0,15,0.00,0,0,0.00,0,0,0,1,13,7.69,3,15,20.00,15,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
2016-03-12,841,353,2.4,50.57,0,0,0.00,0,11,0.00,0,0,0.00,2,4,0,0,7,0.00,0,7,0.00,7,,,1,1,0,0,0,0,0,0,1,1,0,1,1,0,14
2016-03-13,421,294,1.4,30.61,0,2,0.00,1,19,5.26,0,0,0.00,0,0,0,0,11,0.00,2,12,16.67,12,,,1,1,0,0,0,0,0,0,2,2,0,0,0,0,7
2016-03-14,375,289,1.3,26.17,0,0,0.00,0,14,0.00,0,0,0.00,0,0,0,0,3,0.00,1,3,33.33,3,,,1,2,1,0,1,1,1,0,0,0,0,0,0,0,6
2016-03-15,442,300,1.5,28.81,0,0,0.00,0,23,0.00,0,0,0.00,0,0,0,0,15,0.00,1,15,6.67,15,,,3,4,1,0,0,0,0,0,0,0,0,0,0,0,7
2016-03-16,341,299,1.1,22.74,0,0,0.00,0,10,0.00,0,0,0.00,0,0,0,1,11,9.09,4,11,36.36,11,,,0,0,0,0,0,0,0,1,0,2,2,-1,0,1,6
2016-03-17,248,226,1.1,21.23,0,0,0.00,0,4,0.00,0,0,0.00,3,1,0,0,11,0.00,1,11,9.09,11,,,1,1,0,1,1,0,0,0,-1,0,1,0,0,0,4
2016-03-18,372,261,1.4,27.29,2,2,100.00,1,11,9.09,0,0,0.00,0,0,0,0,14,0.00,1,14,7.14,14,,,1,1,0,0,0,0,0,1,0,0,0,0,1,1,6
2016-03-19,310,214,1.4,27.65,0,0,0.00,0,15,0.00,0,0,0.00,0,0,0,0,11,0.00,2,11,18.18,11,,,1,1,0,0,0,0,0,0,0,1,1,0,1,1,5
2016-03-20,360,286,1.3,25.16,0,0,0.00,0,22,0.00,0,0,0.00,2,1,0,4,24,16.67,2,25,8.00,25,,,1,1,0,0,0,0,0,1,0,1,1,2,2,0,6
2016-03-21,428,291,1.5,29.87,0,0,0.00,0,30,0.00,0,0,0.00,0,0,0,0,19,0.00,5,19,26.32,19,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
2016-03-22,342,245,1.4,26.83,0,0,0.00,0,12,0.00,0,0,0.00,0,0,0,0,20,0.00,1,20,5.00,20,,,1,1,0,1,1,0,1,0,0,0,0,1,1,0,6
2016-03-23,361,259,1.4,27.61,0,0,0.00,0,19,0.00,0,0,0.00,0,0,0,0,20,0.00,5,20,25.00,20,,,2,2,0,0,0,0,0,0,1,1,0,1,1,0,6
2016-03-24,326,252,1.3,25.00,0,0,0.00,0,14,0.00,0,0,0.00,1,1,0,0,14,0.00,0,16,0.00,16,,,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,5
2016-03-25,315,226,1.4,27.17,0,0,0.00,0,12,0.00,0,0,0.00,6,2,0,0,12,0.00,1,12,8.33,12,,,1,1,0,0,0,0,0,0,3,3,0,1,1,0,5
2016-03-26,291,213,1.4,25.66,0,0,0.00,0,5,0.00,0,0,0.00,0,1,0,1,7,14.29,2,7,28.57,7,,,1,1,0,0,0,0,2,0,-2,0,2,1,1,0,5
2016-03-27,272,210,1.3,26.74,0,0,0.00,0,14,0.00,0,0,0.00,0,0,0,0,8,0.00,1,8,12.50,8,,,0,0,0,0,0,0,0,0,1,1,0,1,2,1,5
2016-03-28,406,273,1.5,28.22,0,0,0.00,0,13,0.00,0,0,0.00,0,0,0,1,12,8.33,1,12,8.33,12,,,1,1,0,0,0,0,0,0,0,0,0,2,2,0,7
2016-03-29,361,267,1.4,25.67,0,0,0.00,0,18,0.00,0,0,0.00,0,1,0,0,16,0.00,3,16,18.75,16,,,1,1,0,1,1,0,0,0,0,0,0,1,1,0,6
2016-03-30,466,333,1.4,27.15,0,0,0.00,0,13,0.00,0,0,0.00,0,0,0,0,14,0.00,4,14,28.57,14,,,1,2,1,0,0,0,1,0,0,0,0,1,1,0,8
2016-03-31,420,313,1.3,25.59,0,0,0.00,0,12,0.00,0,0,0.00,3,3,0,0,14,0.00,0,14,0.00,14,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7
2016-04-01,410,317,1.3,27.53,0,0,0.00,0,25,0.00,0,0,0.00,3,4,0,0,28,0.00,5,28,17.86,28,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7
2016-04-02,298,220,1.4,27.75,0,0,0.00,0,10,0.00,0,0,0.00,0,0,0,0,8,0.00,0,9,0.00,9,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
2016-04-03,291,240,1.2,23.96,0,0,0.00,0,17,0.00,0,0,0.00,0,1,0,0,12,0.00,0,13,0.00,13,,,1,1,0,0,0,0,0,0,0,0,0,2,2,0,5
2016-04-04,388,281,1.4,27.61,0,0,0.00,0,22,0.00,0,0,0.00,2,1,0,0,12,0.00,0,13,0.00,13,,,0,0,0,1,1,0,0,0,2,2,0,0,0,0,6
2016-04-05,405,292,1.4,28.57,0,0,0.00,0,9,0.00,0,0,0.00,0,0,0,0,15,0.00,3,15,20.00,15,,,1,1,0,1,1,0,0,0,0,0,0,-2,0,2,7
2016-04-06,465,271,1.7,32.78,0,0,0.00,0,12,0.00,0,0,0.00,0,0,0,0,7,0.00,0,7,0.00,7,,,2,2,0,1,1,0,0,0,0,0,0,0,1,1,8
2016-04-07,390,246,1.6,29.94,0,0,0.00,0,27,0.00,0,0,0.00,0,0,0,0,13,0.00,1,14,7.14,14,,,1,1,0,0,0,0,0,0,3,3,0,-1,1,2,6
2016-04-08,428,263,1.6,32.00,0,2,0.00,1,14,7.14,0,0,0.00,1,3,0,0,15,0.00,0,15,0.00,15,,,2,3,1,2,2,0,0,0,-1,0,1,-1,1,2,7
2016-04-09,263,216,1.2,22.87,0,0,0.00,0,10,0.00,0,0,0.00,2,1,0,0,11,0.00,1,11,9.09,11,,,0,0,0,0,0,0,4,0,0,0,0,1,1,0,4
2016-04-10,307,224,1.4,27.39,0,0,0.00,0,13,0.00,0,0,0.00,3,2,0,0,17,0.00,2,17,11.76,17,,,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,5
2016-04-11,308,245,1.3,24.98,0,0,0.00,0,27,0.00,0,0,0.00,0,0,0,0,16,0.00,1,17,5.88,17,,,1,1,0,0,0,0,1,0,-1,0,1,0,0,0,5
2016-04-12,372,300,1.2,24.83,0,0,0.00,0,16,0.00,0,0,0.00,0,0,0,0,14,0.00,0,14,0.00,14,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2016-04-13,312,233,1.3,24.73,0,0,0.00,0,18,0.00,0,0,0.00,0,2,0,0,15,0.00,1,15,6.67,15,,,1,1,0,1,1,0,0,0,0,0,0,0,1,1,5
2016-04-14,379,250,1.5,31.09,0,0,0.00,0,10,0.00,0,0,0.00,0,1,0,0,9,0.00,1,9,11.11,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2016-04-15,302,227,1.3,26.98,0,0,0.00,0,16,0.00,0,0,0.00,1,1,0,0,22,0.00,1,22,4.55,22,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2016-04-16,389,251,1.6,28.48,0,0,0.00,0,25,0.00,0,0,0.00,0,0,0,0,16,0.00,3,16,18.75,16,,,1,1,0,0,0,0,0,0,-3,1,4,0,0,0,6
2016-04-17,834,357,2.3,46.37,0,0,0.00,0,23,0.00,0,0,0.00,0,0,0,0,17,0.00,0,18,0.00,18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2016-04-18,353,259,1.4,25.01,0,0,0.00,0,9,0.00,0,0,0.00,1,1,0,1,17,5.88,4,17,23.53,17,,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6
2016-04-19,432,246,1.8,33.59,0,0,0.00,0,29,0.00,0,0,0.00,5,1,0,0,17,0.00,1,20,5.00,20,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7
2016-04-20,423,282,1.5,31.00,1,2,50.00,1,31,3.23,0,0,0.00,0,0,0,2,16,12.50,3,17,17.65,17,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7
2016-04-21,330,239,1.4,26.36,0,0,0.00,0,18,0.00,0,0,0.00,0,0,0,0,7,0.00,1,7,14.29,7,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
2016-04-22,321,229,1.4,26.43,0,0,0.00,0,10,0.00,0,0,0.00,0,1,0,0,6,0.00,0,6,0.00,6,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
2016-04-23,289,244,1.2,22.15,0,0,0.00,0,17,0.00,0,0,0.00,0,0,0,1,11,9.09,0,11,0.00,11,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5
2016-04-24,393,298,1.3,26.47,0,0,0.00,0,14,0.00,0,0,0.00,0,1,0,0,11,0.00,2,11,18.18,11,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7
2016-04-25,395,258,1.5,30.58,0,0,0.00,0,21,0.00,0,0,0.00,0,0,0,0,13,0.00,0,13,0.00,13,,,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,7
